HS 1988/92 Product Code,HS 1988/92 Product Description,SIC Product Code,SIC Product Description
291900,"Phosphoric esters, etc (incl. lactophosphates);",2869,"Industrial organic chemicals, nspf"
292010,Triophosphoric esters (phosphorothioates) their,2869,"Industrial organic chemicals, nspf"
292090,Esters of other inorganic acids (excl. of hydro,2869,"Industrial organic chemicals, nspf"
292111,"Methylamine, di- or trimethylamine and their sa",2869,"Industrial organic chemicals, nspf"
292112,Diethylamine and its salts,2869,"Industrial organic chemicals, nspf"
292119,"Acylic monoamines and their derivatives, nes; s",2869,"Industrial organic chemicals, nspf"
292121,Ethylenediamine and its salts,2869,"Industrial organic chemicals, nspf"
292122,Hexamethylenediamine and its salts,2869,"Industrial organic chemicals, nspf"
292129,"Acyclic polyamines and their derivatives, nes;",2869,"Industrial organic chemicals, nspf"
292130,Cyclanic...or cycloterpenic mono- or polyamines,2869,"Industrial organic chemicals, nspf"
292141,Aniline and its salts,2865,Cyclic crudes and intermediates
292142,Aniline derivatives and their salts,2865,Cyclic crudes and intermediates
292143,Toluidines and derivatives; salts thereof,2865,Cyclic crudes and intermediates
292144,Diphenylamine and its derivatives; salts thereo,2865,Cyclic crudes and intermediates
292145,"1-Naphthylamine, 2-naphthylamine and their deri",2865,Cyclic crudes and intermediates
292149,"Aromatic monoamines and their derivatives, nes;",2833,Medicinals and botanicals
292151,"o-, m-, p-Phenylenediamine, diaminotoluenes, et",2865,Cyclic crudes and intermediates
292159,"Aromatic polyamines and their derivatives, nes;",2865,Cyclic crudes and intermediates
292211,Monoethanolamine and its salts,2869,"Industrial organic chemicals, nspf"
292212,Diethanolamine and its salts,2869,"Industrial organic chemicals, nspf"
292213,Triethanolamine and its salts,2869,"Industrial organic chemicals, nspf"
292219,"Amino-alcohols, their ethers and esters with on",2833,Medicinals and botanicals
292221,Aminohydroxynaphthalenesulphonic acids and thei,2865,Cyclic crudes and intermediates
292222,"Anisidines, dianisidines, phenetidines, and the",2865,Cyclic crudes and intermediates
292229,"Amino-naphthols and -phenols, etc... one oxygen",2833,Medicinals and botanicals
292230,"Amino-aldehydes, ketones quinones, not >1 oxyge",2865,Cyclic crudes and intermediates
292241,Lysine and its esters; salts thereof,2833,Medicinals and botanicals
292242,Glutamic acid and its salts,2869,"Industrial organic chemicals, nspf"
292249,"Amino-acids and their esters, not >1 oxygen fun",2833,Medicinals and botanicals
292250,Amino-alcohol/acid-phenols; amino-compounds wit,2833,Medicinals and botanicals
292310,Choline and its salts,2869,"Industrial organic chemicals, nspf"
292320,Lecithins and other phosphoaminolipids,2869,"Industrial organic chemicals, nspf"
292390,"Quaternary ammonium salts and hydroxides, nes",2869,"Industrial organic chemicals, nspf"
292410,Acyclic amides (incl. acyclic carbamates) and d,2869,"Industrial organic chemicals, nspf"
292421,Ureines and their derivatives; salts thereof,2869,"Industrial organic chemicals, nspf"
292429,Cyclic amides (incl. carbamates) and derivative,2833,Medicinals and botanicals
292511,Saccharin and its salts,2869,"Industrial organic chemicals, nspf"
292519,Imides and their derivatives; salts thereof (ex,2869,"Industrial organic chemicals, nspf"
292520,Imines and their derivatives; salts thereof,2833,Medicinals and botanicals
292610,Acrylonitrile,2869,"Industrial organic chemicals, nspf"
292620,1-Cyanoguanidine (dicyanidiamide),2869,"Industrial organic chemicals, nspf"
292690,"Nitrile-function compounds, nes",2869,"Industrial organic chemicals, nspf"
292700,"Diazo-, azo- or azoxy-compounds",2865,Cyclic crudes and intermediates
292800,Organic derivatives of hydrazine or of hydroxyi,2833,Medicinals and botanicals
292910,Isocyanates,2869,"Industrial organic chemicals, nspf"
292990,"Compounds with other nitrogen function, nes",2869,"Industrial organic chemicals, nspf"
293010,Dithiocarbonates (xanthates),2869,"Industrial organic chemicals, nspf"
293020,Thiocarbamates and dithiocarbamates,2869,"Industrial organic chemicals, nspf"
293030,"Thiuram mono-, di- or tetrasulphides",2869,"Industrial organic chemicals, nspf"
293040,Methionine,2869,"Industrial organic chemicals, nspf"
293090,"Other organo-sulphur compounds, nes",2833,Medicinals and botanicals
293100,Other organo-inorganic compounds,2833,Medicinals and botanicals
293211,Tetrahydrofuran,2869,"Industrial organic chemicals, nspf"
293212,2-Furaldehyde (furfuraldehyde),2869,"Industrial organic chemicals, nspf"
293213,Furfuryl alcohol and tetrahydrofurfuryl alcohol,2869,"Industrial organic chemicals, nspf"
293219,Compounds containing an unfused furan ring in t,2869,"Industrial organic chemicals, nspf"
293221,"Coumarin, methylcoumarins and ethylcoumarins",2869,"Industrial organic chemicals, nspf"
293229,"Lactones, nes",2833,Medicinals and botanicals
293290,Heterocyclic compounds with oxygen hetero-atom(,2869,"Industrial organic chemicals, nspf"
293311,Phenazone (antipyrin) and its derivatives,2869,"Industrial organic chemicals, nspf"
293319,Compounds containing an unfused pyrazole ring i,2833,Medicinals and botanicals
293321,Hydantoin and its derivatives,2869,"Industrial organic chemicals, nspf"
293329,Compounds containing an unfused imidazole ring,2833,Medicinals and botanicals
293331,Pyridine and its salts,2869,"Industrial organic chemicals, nspf"
293339,Compounds containing an unfused pyridine ring i,2833,Medicinals and botanicals
293340,Compounds with quinoline or isoquinoline ring-s,2833,Medicinals and botanicals
293351,Malonylurea (barbituric acid) and its derivativ,2833,Medicinals and botanicals
293359,Compounds with pyrimidine or piperazine ring; n,2833,Medicinals and botanicals
293361,Melamine,2869,"Industrial organic chemicals, nspf"
293369,Compounds containing an unfused triazine ring i,2869,"Industrial organic chemicals, nspf"
293371,6-Hexanelactam (epsilon-caprolactam),2869,"Industrial organic chemicals, nspf"
293379,Lactams (excl. epsilon-caprolactam),2869,"Industrial organic chemicals, nspf"
293390,Heterocyclic compounds with nitrogen hetero-ato,2833,Medicinals and botanicals
293410,Compounds containing an unfused thiazole ring i,2869,"Industrial organic chemicals, nspf"
293420,Compounds containing a benzothiazole ring-syste,2869,"Industrial organic chemicals, nspf"
293430,Compounds containing a phenothiazine ring-syste,2833,Medicinals and botanicals
293490,"Other heterocyclic compounds, nes",2833,Medicinals and botanicals
293500,Sulphonamides,2833,Medicinals and botanicals
293610,"Provitamins, unmixed",2833,Medicinals and botanicals
293621,"Vitamins A and their derivatives, unmixed",2833,Medicinals and botanicals
293622,"Vitamin B1 and its derivatives, unmixed",2833,Medicinals and botanicals
293623,"Vitamin B2 and its derivatives, unmixed",2833,Medicinals and botanicals
293624,D- or DL- Pantothenic acid (Vitamin B3 or B5) a,2833,Medicinals and botanicals
293625,"Vitamin B6 and its derivatives, unmixed",2833,Medicinals and botanicals
293626,"Vitamin B12 and its derivatives, unmixed",2833,Medicinals and botanicals
293627,"Vitamin C and its derivatives, unmixed",2833,Medicinals and botanicals
293628,"Vitamin E and its derivatives, unmixed",2833,Medicinals and botanicals
293629,"Other vitamins and their derivatives, unmixed,",2833,Medicinals and botanicals
293690,"Other vitamines (incl. natural concentrates), n",2833,Medicinals and botanicals
293710,"Pituitary (anterior) or similar hormones, and t",2833,Medicinals and botanicals
293721,"Cortisone, hydrocortisone... and predisolone (d",2833,Medicinals and botanicals
293722,Halogenated derivatives of adrenal cortical hor,2833,Medicinals and botanicals
293729,Adrenal cortical hormones and their derivatives,2833,Medicinals and botanicals
293791,Insulin and its salts,2833,Medicinals and botanicals
293792,Oestrogens and progestogens,2833,Medicinals and botanicals
293799,"Other hormones and derivatives, nes; other ster",2833,Medicinals and botanicals
293810,Rutoside (rutin) and its derivatives,2833,Medicinals and botanicals
293890,"Glycosides and their salts, ethers, esters and",2833,Medicinals and botanicals
293910,Alkaloids of opium and their derivatives; salts,2833,Medicinals and botanicals
293921,Quinine and its salts,2833,Medicinals and botanicals
293929,Other alkaloids of cinchona and their derivativ,2833,Medicinals and botanicals
293930,Caffeine and its salts,2833,Medicinals and botanicals
293940,Ephedrines and their salts,2833,Medicinals and botanicals
293950,Theophylline and aminophylline and derivatives,2833,Medicinals and botanicals
293960,Alkaloids of rye ergot and their derivatives; s,2833,Medicinals and botanicals
293970,Nicotine and its salts,2833,Medicinals and botanicals
293990,"Other vegetable alkaloids and their salts, etc;",2833,Medicinals and botanicals
294000,"Sugars, pure (excl. glucose, etc); sugar ethers",2869,"Industrial organic chemicals, nspf"
294110,Penicillins and derivatives with a penicillanic,2833,Medicinals and botanicals
294120,Streptomycins and their derivatives; salts ther,2833,Medicinals and botanicals
294130,Tetracyclines and their derivatives; salts ther,2833,Medicinals and botanicals
294140,Chloramphenicol and its derivatives; salts ther,2833,Medicinals and botanicals
294150,Erythromycin and its derivatives; salts thereof,2833,Medicinals and botanicals
294190,"Other antibiotics, nes",2833,Medicinals and botanicals
294200,"Other organic compounds, nes",2869,"Industrial organic chemicals, nspf"
300110,"Glands and other organs, dried",2833,Medicinals and botanicals
300120,Extracts of glands or other organs or of their,2833,Medicinals and botanicals
300190,"Substances of human or animal origin, for proph",2833,Medicinals and botanicals
300210,Antisera and other blood fractions,2836,Biological products
300220,Vaccines for human medicine,2836,Biological products
300231,Vaccines against foot-and-mouth disease,2836,Biological products
300239,Other vaccines for veterinary medicine (excl. f,2836,Biological products
300290,Human and animal blood; microbial cultures; tox,2836,Biological products
300310,Medicaments of penicillins... or streptomycins.,2834,Pharmaceutical preparations
300320,"Medicaments of other antibiotics, not for retai",2834,Pharmaceutical preparations
300331,"Medicaments of insulin, not for retail sale",2834,Pharmaceutical preparations
300339,"Medicaments of other hormones, not for retail s",2834,Pharmaceutical preparations
300340,Medicaments of alkaloids or derivatives thereof,2834,Pharmaceutical preparations
300390,"Other medicaments with >=2 constituents, not fo",2834,Pharmaceutical preparations
300410,Medicaments of penicillins... or streptomycins.,2834,Pharmaceutical preparations
300420,"Medicaments of other antibiotics, for retail sa",2834,Pharmaceutical preparations
300431,"Medicaments of insulin, for retail sale",2834,Pharmaceutical preparations
300432,"Medicaments of adrenal cortical hormones, for r",2834,Pharmaceutical preparations
300439,"Medicaments of other hormones, for retail sale,",2834,Pharmaceutical preparations
300440,Medicaments of alkaloids or derivatives thereof,2834,Pharmaceutical preparations
300450,Other medicaments of vitamins or other products,2834,Pharmaceutical preparations
300490,"Other medicaments of mixed or unmixed products,",2834,Pharmaceutical preparations
300510,"Adhesive dressings..., for medical... purposes",3842,"Orthopedic, prosthetic, and surgical appliances and supplies, nspf"
300590,"Wadding, gauze, etc with pharmaceutical substan",3842,"Orthopedic, prosthetic, and surgical appliances and supplies, nspf"
300610,Materials for surgical sutures; laminaria ; abs,3842,"Orthopedic, prosthetic, and surgical appliances and supplies, nspf"
300620,Blood-grouping reagents,2835,Prepared diagnostic substances
300630,Opacifying preparations for X-ray examinations;,2835,Prepared diagnostic substances
300640,Dental cements and other dental fillings; bone,3843,"Dental equipment, supplies, and parts, nspf"
300650,First-aid boxes and kits,3842,"Orthopedic, prosthetic, and surgical appliances and supplies, nspf"
300660,Chemical contraceptive preparations based on ho,2834,Pharmaceutical preparations
310100,Animal or vegetable fertilizers,2873,Nitrogenous fertilizers
310210,Urea,2873,Nitrogenous fertilizers
310221,Ammonium sulphate,2873,Nitrogenous fertilizers
310229,Double salts and mixtures of ammonium sulphate,2873,Nitrogenous fertilizers
310230,Ammonium nitrate,2873,Nitrogenous fertilizers
310240,Mixtures of ammonium nitrate with inorganic non,2873,Nitrogenous fertilizers
310250,Sodium nitrate,2873,Nitrogenous fertilizers
310260,Double salts and mixtures of calcium nitrate an,2873,Nitrogenous fertilizers
310270,Calcium cyanamide,2873,Nitrogenous fertilizers
310280,Mixtures of urea and ammonium nitrate in aqueou,2873,Nitrogenous fertilizers
310290,"Mineral or chemical fertilizers, nitrogenous ,",2873,Nitrogenous fertilizers
310310,Superphosphates,2874,Phosphatic fertilizers
310320,Basic slag,3312,"Blast furnace, steel works, and rolling mill products"
310390,"Mineral or chemical fertilizers, phosphatic, ne",2874,Phosphatic fertilizers
310410,"Carnallite, sylvite and other Crude natural pot",1474,"Potash, soda, and borate minerals"
310420,Potassium chloride,2874,Phosphatic fertilizers
310430,Potassium sulphate,2874,Phosphatic fertilizers
310490,"Mineral or chemical fertilizers, potassic, nes",2874,Phosphatic fertilizers
310510,Fertilizers... in packages of a gross weight =<,2874,Phosphatic fertilizers
310520,"Mineral or chemical fertilizers with nitrogen,",2874,Phosphatic fertilizers
310530,Diammonium hydrogenorthophosphate (diammonium p,2874,Phosphatic fertilizers
310540,Ammonium dihydrogenorthophosphate (monoammonium,2874,Phosphatic fertilizers
310551,Mineral or chemical fertilizers containing nitr,2874,Phosphatic fertilizers
310559,Mineral or chemical fertilizers with nitrogen a,2874,Phosphatic fertilizers
310560,Mineral or chemical fertilizers with phosphorus,2874,Phosphatic fertilizers
310590,"Other fertilizers, nes",2874,Phosphatic fertilizers
320110,Quebracho extract,2861,Gum and wood chemicals
320120,Wattle extract,2861,Gum and wood chemicals
320130,Oak or chestnut extract,2861,Gum and wood chemicals
320190,Tanning extracts of vegetable origin; tannins a,2861,Gum and wood chemicals
320210,Synthetic organic tanning substances,2843,Surface active agents
320290,Inorganic tanning substances; tanning preparati,2843,Surface active agents
320300,"Colouring matter of vegetable or animal origin,",2861,Gum and wood chemicals
320411,Disperse dyes and preparations based thereon,2865,Cyclic crudes and intermediates
320412,Acid dyes and preparations; mordant dyes and pr,2865,Cyclic crudes and intermediates
320413,Basic dyes and preparations based thereon,2865,Cyclic crudes and intermediates
320414,Direct dyes and preparations based thereon,2865,Cyclic crudes and intermediates
320415,Vat dyes and preparations based thereon,2865,Cyclic crudes and intermediates
320416,Reactive dyes and preparations based thereon,2865,Cyclic crudes and intermediates
320417,Pigments and preparations based thereon,2865,Cyclic crudes and intermediates
320419,Synthetic organic colouring matter and preparat,2865,Cyclic crudes and intermediates
320420,Synthetic organic products used as fluorescent,2865,Cyclic crudes and intermediates
320490,Synthetic organic products used as luminophores,2865,Cyclic crudes and intermediates
320500,Colour lakes; preparations based on colour lake,2865,Cyclic crudes and intermediates
320610,Pigments and preparations based on titanium dio,2816,Inorganic pigments
320620,Pigments and preparations based on chromium com,2816,Inorganic pigments
